record_id,label_true,fname_c1,fname_c2,lname_c1,lname_c2,by,bm,bd
1979,3844,ALEXANDER,HORST,SAUER,,1939,3,5
1980,3431,OLIVER,,RICHTER,,1961,8,23
1981,2954,WERNER,,FISCHER,,1960,6,21
1982,456,RALF,LARS,SCHMID,,1954,7,18
1983,3605,MANFRED,,ALBRECHT,,1936,9,26
1984,1357,STEFAN,,SCHMITT,,1948,3,10
1985,1189,BERND,,KRUEGER,LORENZ,1983,3,18
1986,1417,DIETER,,POHL,,1953,7,27
1987,2484,MICHAEL,,GROSS,,1956,12,10
1988,4093,MANFRED,,KOCH,,1993,1,3
1989,2301,UWE,,SCHMIDT,,1928,12,1
1990,490,DIETER,,SCHMIDT,,2006,6,22
1991,1290,WERNER,,BAUER,,1956,3,13
1992,1314,JOACHIM,,WEISS,,1934,4,10
1993,861,MANFRED,,SCHNEIDER,,1950,3,8
1994,833,KURT,,WEBER,,1936,10,7
1995,2003,HANS,,MAIER,,1956,2,7
1996,921,MARKUS,,HARTMANN,,1955,1,11
1997,616,JOACHIM,,MEYER,,1949,11,29
1998,902,HORST,,BECK,,1967,7,8
1999,2964,FRANK,,SCHNEIDER,,1997,10,23
2000,3499,THOMQAS,,LORENZ,,1958,8,30
2001,1940,HANS,,FRIEDRICH,,1943,9,15
2002,2537,ERICH,,HUBER,,1943,1,77
2003,802,HANS,,BECKER,,1960,2,18
2004,2591,MATTHIAS,,WAGNER,,1977,12,15
2005,4074,WOLFGANG,,STEIN,,1974,4,12
2006,3835,GUENTHER,,KRAUSE,,1950,12,2
2007,4010,ROLF,,PFEIFFER,,1972,4,20
2008,1060,THOMAS,PETER,SCHOLZ,,1951,7,26
2009,837,CHRISTIAN,PAUL,FRIEDRICH,,1972,3,27
2010,3268,MANFRED,,WAGNER,,1987,2,1
2011,2824,CHRISTIAN,,MUELLER,,1989,2,5
2012,4215,DIRK,,LUDWIG,,1961,5,25
2013,3849,BERND,,WERNER,,1992,7,16
2014,128,HERBERT,,SCHULZ,,1939,11,22
2015,3021,CARSTEN,,KRAUSE,,1939,9,26
2016,471,RAINER,,VOGEL,,2001,6,19
2017,1213,MICHAEL,,FJCHS,,1966,5,17
2018,711,WOLFGANG,,NEUMANN,,1940,8,27
2019,4005,FRANK,,KAISER,,1963,12,15
2020,3659,PATRICK,,SCHWARZ,,1953,6,24
2021,2739,STEFAN,,KRUEGER,,1960,12,14
2022,3810,ROLF,,HOFMANN,,1930,3,11
2023,2548,ANDRAE,,FISCHER,,1976,8,29
2024,4250,FRAINK,,FRANK,,2004,2,21
2025,1389,FRANK,,SCHMITZ,,1978,3,14
2026,2448,STEFAN,,HOFFMANN,,1984,6,26
2027,2934,CHRISTIAN,,SCHMIDT,,1964,11,25
2028,4480,WALTER,,SCHROEDER,,1933,6,2
2029,2989,GUENTHER,,ZIMMERMANN,,2004,11,26
2030,2863,DIETER,,SCHWARZ,,1968,12,2
2031,2084,HANS,,MUELLER,,1999,5,31
2032,416,JOACHIM,,KLEIN,,1982,6,24
2033,1375,THOMAS,,KAISER,,1930,1,12
2034,3157,SVEN,,KOCH,,1985,11,22
2035,1796,MANFRED,,KLEIN,,1952,5,20
2036,4006,JJENS,,FISCHER,,1968,11,5
2037,589,UWE,,MARTIN,,1942,11,23
2038,1034,STEFAN,,RICHTER,,1981,11,30
2039,2331,NILS,,SCHULTE,,1977,6,21
2040,4118,FRANKR,,WERNER,,2001,12,17
2041,3963,KLAUS,,FISCHER,,1989,6,5
2042,2642,HANS,,ENGL,,1962,10,19
2043,168,JAN,,WOLFF,,2008,4,17
2044,510,UWE,,SCHWARZ,,1963,9,17
2045,2169,FRANK,,SCHUBERT,,1951,11,12
2046,2091,BERND,,WEBER,,1953,7,28
2047,507,WERNER,,SCHROEDER,,1979,3,14
2048,864,PETER,,NEUMANN,,1945,2,9
2049,487,ANDREAS,,MUELLER,,2005,6,25
2050,2164,STEFAN,,KLEIN,,1984,6,20
2051,2428,RAINER,,FRANK,,1955,2,19
2052,3716,KLAUS,,POHL,,1949,11,25
2053,2291,BERND,,GROSS,,1955,3,2
2054,3599,HANS,,SCHWARZ,,1933,4,10
2055,726,FRANK,,LORENZ,,1964,7,24
2056,4164,JUERGEN,,HOFMANN,,1933,7,22
2057,805,JUERGEN,,OTTO,,1949,1,13
2058,4112,RALF,,OTTO,,1996,12,4
2059,3981,MICHAEL,,SCHUBERT,,1986,10,29
2060,3473,BERND,,RICHTER,,1971,9,17
2061,113,CARSTEN,,BERGER,,1961,1,28
2062,970,HELMUT,,SCHMIDT,,1979,7,20
2063,3592,CARSTEN,,MUELLER,,1965,8,27
2064,3256,MATTHIAS,,WOLF,,1970,9,9
2065,1195,MICHAEL,,WEBER,,1970,10,22
2066,2676,CARSTEN,,MUELLER,,1958,11,12
2067,3416,GUENTHER,,KELLER,,1966,3,12
2068,92,ANDREAS,,SCHNEIDER,,1976,10,28
2069,3613,MARTIN,,BERGER,,1982,5,30
2070,224,STEFAN,,NEUMANN,,1973,12,28
2071,2884,BERND,MATTHIAS,SCHWARZ,,1962,10,11
2072,113,CARSTEN,,BERGER,,1961,5,28
2073,4182,RUDOLF,,SCHULZ,,1984,8,2
2074,234,ANDREAS,,JAEGER,,1934,7,13
2075,1020,BJOERN,,SCHMIDT,,1950,6,19
2076,2155,WERNER,,WAGNER,,1990,1,10
2077,2357,MICHAEL,,PETERS,,1937,9,12
2078,3329,MANFRED,,BUSCH,,1979,8,6
2079,3129,MARTIN,,SCHMITZ,,1940,6,30
2080,1839,GERHARD,,WAGNER,,1959,4,4
2081,3043,ALEXANDER,,SCHROEDER,,1930,12,16
2082,552,HEINZ,,BRANDT,,1966,8,5
2083,1523,CHRISTIAN,,BAUER,,1936,11,14
2084,133,ANDRE,,MUELLER,,1950,10,19
2085,2216,PETER,,KOEHLER,,1952,10,17
2086,4314,WERNER,,FRANKE,,1983,6,2
2087,3273,KLAUS,,WEBER,,1965,2,10
2088,1948,MARTIN,,ALBRECHT,,1957,8,25
2089,4057,PETER,,SCHMIDT,,1967,10,11
2090,2571,ROLF,,WOLFF,FUCHS,1962,1,2
2091,4446,KARL,,MAYER,,1940,3,10
2092,4155,HERBERT,,SCHULZE,,1964,12,19
2093,2935,HORST,,SCHNEIDER,,2005,6,17
2094,3411,PATRICK,,FUCJS,,1964,5,11
2095,3779,JAN,,SCHNEIDER,,1999,1,23
2096,1856,MARTIN,,WOLF,,1953,10,18
2097,4125,THOMAS,,STEIN,,1942,2,25
2098,472,RAINER,,HOFFMANN,,1978,12,10
2099,1080,UWE,,MAYER,,1978,9,12
2100,2552,MATTHIAS,,WAGNER,,1937,12,27
2101,2153,PETER,,KOCH,,1969,7,17
2102,3624,MICHAEL,HORST,HARTMANN,,1947,9,3
2103,4456,MANFRED,,HERRMANN,,1981,5,21
2104,998,LARS,,WEBER,,1969,6,11
2105,989,GUENTHER,,KOERTIG,,1959,4,17
2106,193,MANFRED,,MAYER,,1936,4,21
2107,4302,ANDREAS,,BECKER,,1940,9,26
2108,1702,JAN,,KOEHLER,,1971,1,28
2109,4156,PETER,,BERGMANN,,2002,6,28
2110,576,GUENTHER,,BECK,,2002,7,16
2111,2559,GERD,,HOFFMANN,,1992,5,8
2112,1737,PETER,,SCHNEIDER,,1928,5,8
2113,2862,KURT,,WERNER,,2000,3,8
2114,3635,WILHEBLM,,KRAUSE,,1943,1,23
2115,1704,HELMUT,,BECKER,,1994,3,13
2116,1520,WALTER,,OTTO,,1948,12,25
2117,3012,KURMT,,SCHNEIDER,,1945,2,8
2118,811,JUERGEN,,KRAUSE,,1939,3,21
2119,3640,GUENTUHER,,MUELLER,,2003,9,2
2120,1990,THOMAS,,MAYER,,1976,9,29
2121,1974,THOMAS,,DIETRICH,,1955,10,10
2122,3589,RALF,,PETERS,,1956,10,9
2123,2476,FRANK,,MUELLER,,1947,8,18
2124,2724,KLAUS,,HORN,,2005,11,17
2125,1209,HEINZ,,KRAEMDR,,1965,1,17
2126,469,THOMAS,,MOELLER,,1981,9,21
2127,1518,PETER,,KOEHLER,,1959,12,22
2128,1580,RALF,,HEINRICH,,1939,4,19
2129,4371,REINHARD,,FUCHS,,1948,11,20
2130,1575,WILHELM,,HARTMANN,,1990,6,29
2131,812,DIETER,,HUBER,,1988,10,5
2132,4401,HEINZ,,HOFFMANN,,1940,4,11
2133,95,THOMAS,,KRAUSE,,2004,4,23
2134,3200,STEFAN,,MUELLER,,1950,11,1
2135,1972,UWE,HEINRICH,SCHUBERT,,1981,8,10
2136,2732,MICHAEL,MANFRED,FISCHER,,2001,4,22
2137,2640,WERNER,,BECK,,1936,8,14
2138,2947,KURT,,HERRMANN,,1995,6,28
2139,1903,HEINZ,,SCHMITT,,1981,8,5
2140,3734,DIETER,,SEIDEL,,1958,2,3
2141,3387,KURT,,KOEHLER,,1969,1,25
2142,3756,JENS,,LEHMANN,,1977,7,2
2143,1253,KLAUS,,WERNER,,1929,8,16
2144,4426,WERNER,,KAISER,,1973,2,5
2145,4427,OLIVER,,KRAEMER,,1953,5,9
2146,1014,HERMANN,,SCHMIDT,,1951,3,28
2147,3031,FRANK,,MEYER,,1974,5,6
2148,2367,THOMAS,,KRUEGER,,2003,10,11
2149,1644,HERMANN,,SCHMID,,1943,3,11
2150,2757,MARK,,SCHAEFER,,1994,11,13
2151,2516,FRIEDRICH,,MEYER,,1986,6,6
2152,3476,WOLFGANG,,WEBER,,1975,1,7
2153,3323,RALF,,WEBER,,1969,10,16
2154,3002,MICHAEL,,RICHTER,MUELLER,1985,5,30
2155,1965,THOMAS,,BECKER,,1993,3,5
2156,1059,PAUL,,LEHMANN,,1963,5,27
2157,389,WOLFGANG,,SCHULZ,,1940,2,1
2158,31,GERHARD,,WINKLER,,1938,4,2
2159,444,CHRISTOPH,,WALTER,,1926,4,13
2160,2502,RAINER,,WAGNER,,1974,1,2
2161,2660,HORST,HELMUT,BRAUN,,1980,3,9
2162,3028,ROLF,,WEBER,,1942,9,26
2163,3663,OLIVER,,KRAUS,,1939,4,23
2164,1464,HEINZ,,BRAUN,,2005,5,20
2165,457,GUENTHER,,SCHOLZ,,1963,9,17
2166,3842,GUENKTHER,,SCHUSTER,,1956,5,30
2167,3460,HORST,,SCHMITZ,,2000,1,3
2168,1147,UWE,,BECK,,1984,12,6
2169,335,ROLF,,BAUER,,1959,8,25
2170,2192,JAN,,HOFFMANN,,1924,6,20
2171,162,MARTIN,,BUSCH,,1956,3,20
2172,4205,WOLFGANG,JENS,LEHMANN,,2005,3,13
2173,986,JAN,,LANG,,1968,11,8
2174,4415,CHRISTOPH,,ZIMMERMANN,,1967,5,29
2175,226,JUERGEN,,WEBER,,1993,10,23
2176,4330,OTTO,,WOLFF,,1954,12,24
2177,993,HELMUT,ANDREAS,PFEIFFER,,1952,5,13
2178,2675,DIETER,,MEYER,,1991,11,2
2179,3352,WALTER,STEFAN,RICHTER,,1938,7,27
2180,1249,HELMUT,,KRAUSE,,1991,8,19
2181,1683,WOLFGANG,,KELLER,,1957,1,30
2182,1759,STEFAN,,HAHN,,1994,4,3
2183,1165,FRANNK,,LORENZ,,1951,12,2
2184,2343,JOHANNES,,KOCH,,1965,9,2
2185,399,SVEN,,MUELLER,,1998,10,23
2186,1547,THOMAS,,KOCH,,1922,9,19
2187,2787,OLIVER,VOLKER,HORN,,1986,3,8
2188,4111,UWE,,BRANDT,,1961,4,25
2189,2503,KLAUS,,WEISS,,1956,4,7
2190,1917,JUERGEN,,MUELLER,,2002,4,14
2191,1040,PETER,,WOLF,,1986,3,1
2192,1669,MICHAEL,,GUENTHER,,1974,11,6
2193,1453,MARTIN,,HUBER,,1988,12,19
2194,1529,CHRISTIAN,,KRAEMER,,1961,5,1
2195,2020,HORST,,BRAUN,,1992,10,6
2196,2289,PETER,,VOGEL,,1949,4,15
2197,1503,JUERGEN,,SCHMITZ,,1940,4,27
2198,575,MAIK,,KAISER,,1983,3,28
2199,3768,THOSMAS,,KOCH,,1957,8,16
2200,46,BERNHARD,,MUELLER,,1951,1,27
2201,631,GUENTHER,,KRUEGER,,1952,3,4
2202,118,WERNER,,MEIER,,1959,2,4
2203,908,UWE,,SCHMIDT,,1943,11,24
2204,1536,WALTER,,SCHULZ,,1961,9,7
2205,954,UWE,,LORENZ,,1995,3,31
2206,1252,ULRICH,,HOFJANN,,1964,2,8
2207,1336,THORSTEN,,WAGNER,,1928,3,23
2208,4146,ANDREAS,,KRUEGER,,1956,12,25
2209,3398,KLAUS,,MUELLER,,1937,5,2
2210,877,BERND,,WAGNER,,1956,8,3
2211,4329,WOLFGANG,,KRUEGER,,1958,2,10
2212,1779,PETER,,SCHWARZ,,1969,11,28
2213,526,WERNER,,KOERTIG,,1962,2,9
2214,1918,JUERGEN,,HAAS,,1963,4,8
2215,2605,GERHARD,,GUENTHER,,1927,2,21
2216,3909,HORST,,SCHMIDT,,1925,5,22
2217,2754,MANFRED,,PETERS,,1974,3,19
2218,3971,GUENTHER,,MUELLER,,1955,11,1
2219,1654,ANDREAS,,BAUER,,1994,8,9
2220,2309,JOACHIM,,BECKER,,1958,1,6
2221,1428,PETER,,WEBER,,1952,10,3
2222,1261,HANS,,SIMON,,1983,7,30
2223,4091,JUERGEN,,HOFFMANN,,1986,11,25
2224,1773,HARALD,,MOELLER,,2007,3,15
2225,1685,JUERGEN,,SAUER,,1942,9,8
2226,1935,JUERGEN,,BERGMANN,,1951,11,13
2227,4140,DIRK,,SCHNEIDER,,1966,11,25
2228,1631,HELMUT,,HERRMANN,,1928,1,26
2229,3679,PETER,,FRANK,,1990,7,1
2230,3219,PETER,,KAISER,,1991,5,1
2231,3746,KURT,,WEBER,,1965,5,11
2232,142,HOLGER,,BERGER,,1997,12,7
2233,262,PETER,,MUELLER,,1993,7,11
2234,2814,GUENTHER,,WAGNER,,1992,1,19
2235,995,WALTER,,SCHNEIDER,,1953,11,22
2236,3298,NILS,,PETERS,,1949,10,4
2237,3596,DIETER,,RICHTER,,1965,9,29
2238,2749,MANFRED,GERHARD,WAGMER,,1925,3,9
2239,1742,ROLMF,,SCHUBERT,,1983,10,13
2240,4341,MICHAEL,,SCHMIDT,,1996,9,19
2241,1804,HEINZ,,SCHUULZ,,1979,2,18
2242,1116,KURT,,SCHMIDT,,1974,5,11
2243,3694,JUERGEN,,MUELLER,,1940,11,26
2244,1660,RENE,,KAISER,,1937,12,31
2245,2805,JENS,,SCHULZ,,1966,8,31
2246,4463,JENS,,ERNST,,1985,8,6
2247,134,ROLF,,STEIN,,1953,6,23
2248,3059,JUERGEN,,SIMON,,1971,4,24
2249,4317,JENS,,SIMON,,1979,9,1
2250,642,UWE,,RICHTER,,1987,9,11
2251,3723,ROBERT,,LANG,,2007,9,24
2252,985,PAUL,FRANK,MUELLER,,1981,7,2
2253,3023,HERMANN,GERHARD,HUBSR,,2007,5,8
2254,595,MARCO,,SCHMLID,,1961,7,10
2255,1601,PETER,HERBERT,HOFMANN,,1997,6,1
2256,3282,FRANK,,PFEIFFER,,1978,5,16
2257,1437,JENS,,MUELLER,,1926,5,2
2258,1327,DIETER,,KOERTIG,,1968,4,12
2259,1723,PATRICK,,FRIEDRICH,,1984,11,7
2260,438,THORSTEVN,,MUELLER,,1951,3,28
2261,708,GERHARD,,MAIER,,1950,1,2
2262,2446,THOMAS,,WOLFF,,1962,11,16
2263,2719,DIETER,ERNST,WEBER,,1942,8,12
2264,2432,STEFAN,,FRIEDRICH,,1967,4,1
2265,3101,STEFAN,,SCHMIDT,,1998,5,11
2266,1209,HEINZ,,KRAEMER,,1965,1,17
2267,3848,MATTHIAS,,PETERS,,1944,11,12
2268,647,FRANK,,MUELLER,,2004,10,24
2269,453,STEFAN,,FRANK,,1969,1,30
2270,1570,HEIKCO,,KAISER,,1972,11,27
2271,3716,KLAUS,,POHL,,1949,15,25
2272,4429,ANDREAS,,LORENZ,,1954,7,10
2273,1857,GERHARD,,KRUEGER,,1991,3,21
2274,3758,HARALD,,KRAUS,,1940,7,31
2275,3011,JUERGEN,,SCHMID,,1962,12,11
2276,404,ANDREAS,,HARTMANN,,1945,12,19
2277,4151,GUENTHER,,MEYER,,1969,4,16
2278,1235,MARK,,HUBER,,1954,12,30
2279,1482,UWE,,BECKER,,1941,4,27
2280,4406,PETER,,KRAUS,,1950,6,3
2281,117,MATTHIAS,,MEYER,,2001,4,16
2282,3742,HORST,,GROSS,,1940,4,19
2283,1863,THOMAS,,ZIMMERMANN,,1970,2,20
2284,1626,THOMAS,,FUCHS,,1991,2,14
2285,6,JAN,,HERRMANN,,1961,3,13
2286,3721,AXEL,CHRISTOPH,KRUEGER,,1943,8,2
2287,2206,GUENTHER,,NEUMNNN,,2002,8,5
2288,1782,WOLFGANGR,,KOCH,,2003,4,14
2289,3824,KARL,,MUELLER,,1956,8,22
2290,458,HANS,,MAIER,,1948,4,30
2291,2019,REINHARD,PAUL,HAHN,,1970,6,1
2292,2201,JENS,,SCHMIDT,,1939,4,28
2293,2236,ULRICH,KLAUS,VOGT,,2006,11,9
2294,3958,CHRISTIAN,,SCHROEDER,,2008,8,26
2295,2175,KLAUS,,KELLER,,1974,12,7
2296,2286,STEFAN,,HOFMANN,,1983,11,3
2297,1950,DIETER,,SCHAEFER,,1960,2,1
2298,3916,GERD,,HOFMANN,,1967,12,27
2299,2419,GERD,,NEUMANN,,1958,7,27
2300,3564,MICHAEL,,SCHUSTER,,1965,4,17
2301,570,KURT,,MUELLER,,1937,10,1
2302,3789,OLIVER,,LUDWIG,,1948,12,25
2303,1906,PETER,,OTTO,,1958,6,5
2304,2616,WOLFGANG,,SCHMITZ,,1958,1,2
2305,39,HERBERT,,ALBRECHT,,1985,12,8
2306,815,MATTHIAS,,MEIER,,1958,6,20
2307,1866,HANS,,SCHMIDT,,2000,5,29
2308,1216,NORBERT,,KAISER,,1939,4,11
2309,2213,PETER,,WEBER,,1989,10,14
2310,1443,RUDOLF,,FRIEDRICH,,2003,4,15
2311,2868,HEINZ,,FISCHER,,1981,5,26
2312,633,SVEN,,BECKER,,1961,5,28
2313,612,GUENTHER,,WEBERH,,1967,5,12
2314,4348,HORQST,,GUENTHER,,1965,1,8
2315,1982,RAINER,,RICHTER,,1977,4,16
2316,882,JUERGEN,KLAUS,SCHUSTER,,1998,12,28
2317,826,JOERG,,SCHAEFER,,1994,3,14
2318,1024,MANFREQD,,BAUER,,1997,9,7
2319,445,WOLFGANG,,LEHMANN,,2008,5,29
2320,2156,JOACHIM,,POHL,,1985,2,8
2321,1740,CHRISTIAN,,SCHDIDT,,1990,5,3
2322,3135,OLAF,,MEYER,,1939,7,28
2323,4322,DANIEL,,BECK,,2008,6,10
2324,919,JUERGEN,,SCHMIRT,,1974,1,17
2325,1613,BERND,,PFEIFFER,,1959,8,29
2326,2649,AXEL,,MUELLER,,2002,8,8
2327,1549,UWE,,FISCHER,,1970,11,1
2328,4107,KLAUS,,KRAUSE,,1990,10,10
2329,3074,FRANK,,JAEGER,SCHUMACHER,1966,6,26
2330,1353,HANS,,SCHMIDT,,1944,4,20
2331,731,GEORG,,BUSCH,,1996,9,6
2332,1574,JUERGEN,,SCHULZ,,2002,4,30
2333,2249,ROLF,ROLF,RICHTER,,1963,3,19
2334,3957,WERNER,,SCHNEIDER,,1966,7,5
2335,387,DIRK,,MUELLER,,1977,3,9
2336,3399,JOERG,,HARTMANN,,2008,6,14
2337,4144,SVEN,,MUELLER,,1967,8,27
2338,2024,KLAUS,,JUNG,,1965,5,30
2339,4058,GUENTHER,,HERRMANN,,1963,10,29
2340,831,WILLI,,PETESR,,1963,7,9
2341,5,JUERGEN,,KOCH,,1941,6,21
2342,2105,HEINRICH,,KRAUSE,,2005,6,9
2343,899,PETER,,OTTO,,1956,3,24
2344,4110,ERWIN,DENNIS,SCHWARZ,,2008,9,29
2345,4338,THOMAS,,LANGE,,1932,12,11
2346,2044,THORSTEN,,SCHOLZ,,1963,12,23
2347,4247,RAINER,,SCHULZE,,1941,8,26
2348,2602,NORBERT,,WALTER,,1974,1,25
2349,1147,UWE,,BRCK,,1984,12,6
2350,1737,PETER,,SCHNEODER,,1928,5,8
2351,2179,ROLF,,WOLF,,1939,10,25
2352,3365,DANIEL,,MUELLER,,1965,6,27
2353,3338,GUENTHER,,MUELLER,,1987,5,5
2354,617,MARCO,,SCHROEDER,,2003,2,2
2355,3666,WALTER,,SCHMIDT,,1959,7,10
2356,3655,KURT,,VOIGT,,1966,5,5
2357,4477,HERBERT,,BERGER,,1950,1,1
2358,166,MARKUS,,MAIER,,1973,11,14
2359,3823,HARALD,,SCHAEFER,,1943,7,21
2360,1524,PETER,,HOFFMANN,,1940,8,18
2361,1886,OLIVER,,POHL,,1969,2,23
2362,2727,HEINRICH,,GRAF,,1966,5,10
2363,714,STEFAN,,WERNER,,1966,10,13
2364,2681,HARALD,,BECKER,,1954,8,25
2365,369,KLAUS,,DIETRICH,,1947,8,15
2366,2475,JOERG,,VOGEL,,1963,12,29
2367,1434,THOMAS,,WAGNER,,1954,1,25
2368,2569,HANS,,MEYER,,1947,1,17
2369,2008,ANDREAS,,HOFFMANN,,1937,12,24
2370,17,WERNER,,MEYER,,1998,6,3
2371,3575,FRANK,,WAGNER,,1991,7,30
2372,462,HORST,,MUELLER,,1967,3,20
2373,843,KLAUS,,LANG,,1933,8,21
2374,2259,JOERG,,SCHMIDT,,1946,7,1
2375,340,JAN,,KUEHN,,1966,9,29
2376,1373,HERMANN,,MUELLER,,1990,10,2
2377,3573,THOMAS,,SCHULZE,,1958,6,26
2378,414,WALTER,,HUBER,,1965,9,11
2379,1150,CHRISTIAN,,NEUMANN,,1935,5,10
2380,1308,RUDOLF,,WALTER,,1953,4,13
2381,4128,ULRICH,,KOCH,,1982,10,5
2382,2927,JUERGEN,,MUELLER,,2007,11,5
2383,3731,NORBERT,,WINTER,,1930,9,29
2384,2462,ALEXANDER,,WINKLER,,1958,4,16
2385,1992,PETER,,BRANDT,,1994,5,25
2386,1791,RUDOLF,,WEBER,,1983,1,10
2387,2344,GERHARD,,BOEHM,,1962,8,3
2388,2950,HEINZ,,WAGNER,,1957,4,16
2389,1883,WILHELM,,BERGMANN,,1964,11,20
2390,2502,RAINER,,WAGNXER,,1974,1,2
2391,2382,CHRISTIAN,,LORENZ,,1995,5,26
2392,1475,JOERG,,MAIER,,1944,6,3
2393,1073,OTTO,,RICHTER,,1990,12,19
2394,1528,ANDREAS,,BOEHM,,1961,3,19
2395,2087,GUENTHER,,SCHROEDER,,1992,5,19
2396,4040,KLAUS,,WALTER,,1968,1,18
2397,847,UWE,,RICHTER,,1989,10,12
2398,1755,GEORG,,SCHUMACHER,,1999,11,17
2399,1349,MARK,,HOFFMANN,,1978,11,12
2400,816,ANDREAS,,KELLER,,1999,8,29
2401,1198,THOMAS,,KRAUSE,,1958,8,18
2402,157,UWE,,MOELLER,,1936,9,5
2403,2979,ALEXANDER,,HAAS,,1957,10,29
2404,3857,GUENTHER,,KLEIN,,1949,12,5
2405,2723,MICHAEL,,SOMMER,,1940,4,7
2406,3360,VOLKER,,WALTER,,1947,8,2
2407,2000,UWE,,HERRMANN,,1981,3,19
2408,48,HANS,,PFEIFFER,,1970,12,1
2409,1075,KURT,,HOFFMANN,,1942,11,3
2410,1201,FRANK,,WEBER,,1970,3,7
2411,1721,DIRK,,NEUMANN,,1997,1,14
2412,2916,JOERG,,WEBER,,1995,4,1
2413,4346,MARKUS,,KRAUSE,,1958,12,2
2414,4086,PETER,,SCHNEIDER,,1969,12,16
2415,3691,ANDRUEAS,RALF,KOEHLER,,1958,7,29
2416,4360,DIETER,,MAYER,,1955,3,10
2417,415,WERNER,,WALTER,,2006,3,2
2418,1996,HORST,,RICHTER,,1973,1,2
2419,2133,WALTER,,FUCHS,,1990,3,25
2420,4408,WOLFGANG,,SCHMIDT,,1995,9,30
2421,2254,THORSTEN,,SCHMIDT,,1966,7,5
2422,1611,KLAUS,,KLEIN,,2003,8,10
2423,730,UWE,MAIK,MUELLER,,1939,1,4
2424,3784,MARKUS,,VOGEL,,1970,5,13
2425,4119,ANDREAS,,SCHMITZ,,1986,10,9
2426,4122,BJOERN,,SCHMITT,,1938,3,13
2427,1438,JUERGEN,,KRUEGER,,1952,8,7
2428,2902,RAINER,,FISCHER,,1954,1,19
2429,3522,MATTHIAS,,BECKER,,1959,8,5
2430,1268,UWE,,FRANKE,,1938,4,20
2431,3878,INGO,,MEIER,,1986,1,16
2432,3064,JUERGDEN,,LORENZ,,1950,3,18
2433,2659,SVEN,,SCHMID,,1928,1,1
2434,1425,RAINER,,BECKER,,1985,11,22
2435,2277,PETER,,BAUMANN,,1931,2,12
2436,4452,PETER,,SCHNEIDER,,1953,3,1
2437,1967,JUERGEN,,SCHROEDER,,1962,11,8
2438,1607,DETLEF,,SCHULZ,,1971,11,10
2439,3865,SVEN,,SCHMIDT,,1972,7,10
2440,71,FRANKV,,BAUER,,1996,4,16
2441,3341,OLAF,,STEIN,,1930,2,6
2442,2778,CARSTEN,,SCHULTE,,1962,12,29
2443,946,CHRISTIAN,,SCHNEIDER,,1955,11,6
2444,3456,OLIVER,,KRAUS,,1978,12,19
2445,2661,KARL,,VOGT,,1942,3,19
2446,4459,ALEXANDER,,VOGEL,,1934,3,12
2447,2317,THORSTEN,,KLEIN,,1981,6,20
2448,4326,STEFAN,,HOFMANN,,1988,8,5
2449,709,UWE,,THOMAS,,1950,4,22
2450,3888,HORST,,ZIMMERMANN,,1974,9,21
2451,2363,JUERGEN,,SCHMIDT,,1962,6,14
2452,3643,ROLF,,SCHNEIDER,,1957,5,12
2453,2698,JOERG,,KRAUSE,,1974,9,9
2454,1930,MATTHIAS,,SCHROEDER,,1976,9,3
2455,1429,PHILIPP,,BERGER,,1995,5,4
2456,2131,FRANK,,SCHROEDER,,1952,4,19
2457,4313,NORBERT,,ZIMMERMANN,,1966,1,27
2458,1296,JOACHIM,,BOEHM,,1986,5,20
2459,2252,CHRISTILAN,,WEBER,,1969,5,14
2460,20,PAUL,,SCHAEFER,,1942,7,2
2461,1491,HEINRICH,BERND,BOEHM,,1936,7,7
2462,3179,HORST,,BRAUN,,1951,3,23
2463,1818,MARCO,,BECKER,,1963,3,6
2464,3872,WOLFGANG,,KELLER,,1998,7,22
2465,635,CHRISTIAN,,HOFFMANN,,1966,10,14
2466,753,HEINZ,,BECKER,,1967,2,10
2467,183,BERND,,KUEHN,,2002,9,18
2468,2596,REINHARD,,FISCHER,,1977,8,26
2469,880,JUERGEN,,PETERS,,1959,12,25
2470,4474,WILLI,,FRIEDRICH,,1964,10,22
2471,1269,SVENF,,KOCH,,1976,5,29
2472,1811,HEINZ,,SCHMITZ,,2007,8,19
2473,187,RAINER,,SCHULZE,,1978,1,12
2474,3237,GERD,,KOCH,,1963,12,7
2475,149,KLAUS,,HEINRICH,,1979,7,20
2476,3816,UWE,,HAAS,,1964,1,8
2477,610,HANS,,KRAUS,,1940,3,19
2478,4336,ALEXANDER,,HOFFMANN,,1967,11,25
2479,4475,WERNER,,WERNER,,1962,1,6
2480,3907,HERMANN,,WINKLER,,1972,7,10
2481,4470,WALTER,,SCHUBERT,,1939,1,20
2482,2794,MATTHIAS,HOLGER,SEIDEL,,1982,8,18
2483,2796,ROLF,,SCHMIDT,,2004,11,21
2484,1488,WERNER,,FISCHER,,1976,7,14
2485,1312,HARALD,,WAGNER,,1981,8,14
2486,1465,HEINZ,,FISCHFER,,1980,4,29
2487,1981,ROLF,,SCHWARZ,,1941,6,14
2488,3649,ANDREAS,,KRUEGER,,1967,12,10
2489,2381,ALFRED,,SCHROEDER,,1962,6,14
2490,890,MARTIN,,SCHNEIDER,,1971,7,12
2491,3346,JOACHIM,,BRAUN,,1931,3,1
2492,413,MICHAEL,,SCHAEFER,,2005,1,28
